Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
1,2021-01-01,site 1,6,4,11,4,0.1
2,2021-01-02,site 1,4,2,14,2,0.1
3,2021-01-03,site 1,4,2,13,2,0.1
4,2021-01-04,site 1,10,7,268,7,1.5
5,2021-01-05,site 1,7,5,12,5,0.1
6,2021-01-06,site 1,6,4,13,4,0.1
7,2021-01-07,site 1,5,3,12,3,0.1
8,2021-01-08,site 1,6,4,14,4,0.1
9,2021-01-09,site 1,9,7,13,7,0.1
10,2021-01-10,site 1,10,5,189,5,1.1
11,2021-01-11,site 1,8,6,13,6,0.1
12,2021-01-12,site 1,8,6,14,6,0.1
13,2021-01-13,site 1,5,3,12,3,0.1
14,2021-01-14,site 1,8,5,986,5,5.5
15,2021-01-15,site 1,9,4,596,4,3.3
16,2021-01-16,site 1,6,2,21,2,0.2
17,2021-01-17,site 1,7,3,22,3,0.2
18,2021-01-18,site 1,11,4,194,4,0.8
19,2021-01-19,site 1,9,5,27,5,0.2
20,2021-01-20,site 1,28,19,107,19,0.6
21,2021-01-21,site 1,33,9,1113,9,6.2
22,2021-01-22,site 1,46,16,4783,18,13.3
23,2021-01-23,site 1,34,9,6767,12,22.6
24,2021-01-24,site 1,26,14,3767,14,15.7
25,2021-01-25,site 1,34,7,2515,8,8.4
26,2021-01-26,site 1,53,17,7670,20,14.2
27,2021-01-27,site 1,46,20,1803,24,3.3
28,2021-01-28,site 1,18,8,1881,8,10.4
29,2021-01-29,site 1,24,10,1332,10,3.7
30,2021-01-30,site 1,25,12,4829,13,11.5
31,2021-01-31,site 1,44,15,5695,19,11.9
1,2021-01-01,site 10,208,198,835,200,0.1
2,2021-01-02,site 10,30,24,297,26,0.6
3,2021-01-03,site 10,92,68,1193,69,2.6
4,2021-01-04,site 10,267,255,2032,258,2.1
5,2021-01-05,site 10,258,242,940,243,1.6
6,2021-01-06,site 10,208,193,1909,195,3.5
7,2021-01-07,site 10,49,30,3173,32,4.8
8,2021-01-08,site 10,39,28,637,30,1.2
9,2021-01-09,site 10,194,191,406,191,0.1
10,2021-01-10,site 10,45,36,2098,37,0.1
11,2021-01-11,site 10,125,69,3327,78,2.3
12,2021-01-12,site 10,242,217,1702,218,2.7
13,2021-01-13,site 10,41,29,1140,29,0.1
14,2021-01-14,site 10,37,22,1181,26,0.2
15,2021-01-15,site 10,35,25,2192,26,3.7
16,2021-01-16,site 10,21,17,828,17,1.5
17,2021-01-17,site 10,245,203,3648,206,6.8
18,2021-01-18,site 10,68,51,1015,51,0.2
19,2021-01-19,site 10,26,19,1922,20,0.2
20,2021-01-20,site 10,191,187,87,187,0.3
21,2021-01-21,site 10,23,15,531,19,1.5
22,2021-01-22,site 10,48,42,1886,43,3.5
23,2021-01-23,site 10,21,14,123,15,2.9
24,2021-01-24,site 10,47,37,3370,38,5.6
25,2021-01-25,site 10,229,223,225,223,0.5
26,2021-01-26,site 10,31,19,710,20,1.2
27,2021-01-27,site 10,27,21,1268,21,3.5
28,2021-01-28,site 10,216,198,2687,201,4.1
29,2021-01-29,site 10,29,25,41,25,2.7
30,2021-01-30,site 10,29,15,825,22,2.8
31,2021-01-31,site 10,59,36,655,37,2.2
1,2021-01-01,site 100,13,10,23,10,
2,2021-01-02,site 100,21,15,140,15,
3,2021-01-03,site 100,22,19,11,19,
4,2021-01-04,site 100,27,18,88,18,
5,2021-01-05,site 100,42,18,2679,19,
6,2021-01-06,site 100,24,16,182,16,
7,2021-01-07,site 100,22,10,175,10,
8,2021-01-08,site 100,24,20,10,20,
9,2021-01-09,site 100,14,7,92,7,
10,2021-01-10,site 100,17,7,467,7,
11,2021-01-11,site 100,28,20,161,20,
12,2021-01-12,site 100,20,10,169,10,
13,2021-01-13,site 100,30,21,73,21,
14,2021-01-14,site 100,17,8,78,8,
15,2021-01-15,site 100,21,10,76,10,
16,2021-01-16,site 100,19,14,50,14,
17,2021-01-17,site 100,8,4,21,4,
18,2021-01-18,site 100,33,14,699,15,
19,2021-01-19,site 100,28,18,1037,18,
20,2021-01-20,site 100,26,18,115,18,
21,2021-01-21,site 100,16,6,489,6,
22,2021-01-22,site 100,16,7,232,7,
23,2021-01-23,site 100,15,8,143,8,
24,2021-01-24,site 100,22,16,1113,16,
25,2021-01-25,site 100,15,9,33,9,
26,2021-01-26,site 100,28,11,1549,11,
27,2021-01-27,site 100,34,18,466,18,
28,2021-01-28,site 100,20,9,100,9,
29,2021-01-29,site 100,33,18,95,18,
30,2021-01-30,site 100,19,6,331,6,
31,2021-01-31,site 100,11,5,35,5,
1,2021-01-01,site 11,1322,583,41860,602,0.1
2,2021-01-02,site 11,1663,590,56444,612,2.8
3,2021-01-03,site 11,1953,766,58600,790,0.1
4,2021-01-04,site 11,3224,1137,102498,1210,2.5
5,2021-01-05,site 11,3387,1322,110597,1384,2.7
6,2021-01-06,site 11,2994,1168,113618,1213,3.1
7,2021-01-07,site 11,2707,1057,91287,1107,2.8
8,2021-01-08,site 11,3682,1419,104157,1483,2.4
9,2021-01-09,site 11,1724,644,68660,676,0.3
10,2021-01-10,site 11,2240,696,77916,727,0.1
11,2021-01-11,site 11,3297,1275,119946,1347,0.1
12,2021-01-12,site 11,2987,1078,100634,1134,0.1
13,2021-01-13,site 11,2796,1088,92419,1145,0.2
14,2021-01-14,site 11,2492,975,78722,1019,5.5
15,2021-01-15,site 11,3659,1427,131635,1488,2.8
16,2021-01-16,site 11,3581,1415,99853,1484,2.3
17,2021-01-17,site 11,3472,1359,114487,1433,2.6
18,2021-01-18,site 11,3531,1258,132654,1365,1.4
19,2021-01-19,site 11,3576,1398,127782,1472,2.3
20,2021-01-20,site 11,3824,1462,118188,1543,2.4
21,2021-01-21,site 11,3241,1274,116659,1340,2.9
22,2021-01-22,site 11,2645,1026,106580,1075,3.3
23,2021-01-23,site 11,2122,775,79613,808,0.6
24,2021-01-24,site 11,2427,926,72724,976,2.4
25,2021-01-25,site 11,3068,1239,96989,1289,2.6
26,2021-01-26,site 11,2781,1108,81143,1166,2.2
27,2021-01-27,site 11,2790,1221,84453,1270,2.4
28,2021-01-28,site 11,3188,1148,116397,1203,0.2
29,2021-01-29,site 11,2457,1008,85208,1077,0.2
30,2021-01-30,site 11,1539,616,57702,651,3.1
31,2021-01-31,site 11,1701,585,73355,618,3.7
1,2021-01-01,site 12,4,2,9,2,0.1
2,2021-01-02,site 12,7,3,81,3,0.5
3,2021-01-03,site 12,24,22,10,22,0.1
4,2021-01-04,site 12,6,4,12,4,0.1
5,2021-01-05,site 12,6,4,9,4,0.1
6,2021-01-06,site 12,4,2,10,2,0.1
7,2021-01-07,site 12,4,2,10,2,0.1
8,2021-01-08,site 12,28,26,10,26,0.1
9,2021-01-09,site 12,5,3,9,3,0.1
10,2021-01-10,site 12,4,2,11,2,0.1
11,2021-01-11,site 12,26,24,11,24,3.8
12,2021-01-12,site 12,6,4,10,4,4.6
13,2021-01-13,site 12,4,2,12,2,0.1
14,2021-01-14,site 12,7,3,32,3,0.3
15,2021-01-15,site 12,6,2,23,2,0.2
16,2021-01-16,site 12,26,22,17,22,0.1
17,2021-01-17,site 12,7,3,18,3,0.1
18,2021-01-18,site 12,6,2,24,2,1.9
19,2021-01-19,site 12,30,26,35,26,0.3
20,2021-01-20,site 12,6,2,21,2,0.2
21,2021-01-21,site 12,6,2,24,2,0.2
22,2021-01-22,site 12,8,4,16,4,0.1
23,2021-01-23,site 12,10,4,112,4,1.1
24,2021-01-24,site 12,28,23,54,23,0.3
25,2021-01-25,site 12,10,6,20,6,0.2
26,2021-01-26,site 12,7,3,28,3,0.2
27,2021-01-27,site 12,26,22,24,22,0.2
28,2021-01-28,site 12,9,5,27,5,0.9
29,2021-01-29,site 12,7,3,24,3,0.8
30,2021-01-30,site 12,7,3,21,3,0.2
31,2021-01-31,site 12,8,4,23,4,0.2
1,2021-01-01,site 13,12,9,26,9,1.2
2,2021-01-02,site 13,15,12,225,12,0.8
3,2021-01-03,site 13,31,26,343,26,0.9
4,2021-01-04,site 13,31,25,179,25,0.6
5,2021-01-05,site 13,30,21,1157,22,1.9
6,2021-01-06,site 13,27,22,182,23,0.8
7,2021-01-07,site 13,16,12,58,12,0.3
8,2021-01-08,site 13,22,20,31,20,0.2
9,2021-01-09,site 13,17,12,47,13,0.5
10,2021-01-10,site 13,17,15,9,15,2.1
11,2021-01-11,site 13,70,26,2759,29,0.2
12,2021-01-12,site 13,18,12,1109,12,1.4
13,2021-01-13,site 13,27,18,37,21,1.1
14,2021-01-14,site 13,43,27,3619,27,1.3
15,2021-01-15,site 13,40,30,676,31,1.9
16,2021-01-16,site 13,34,25,96,25,0.2
17,2021-01-17,site 13,37,23,334,24,0.7
18,2021-01-18,site 13,38,25,584,25,0.2
19,2021-01-19,site 13,72,37,2059,38,1.7
20,2021-01-20,site 13,43,26,1432,26,2.2
21,2021-01-21,site 13,25,19,268,19,0.7
22,2021-01-22,site 13,17,11,314,11,0.2
23,2021-01-23,site 13,19,11,257,11,0.3
24,2021-01-24,site 13,28,22,163,22,0.5
25,2021-01-25,site 13,22,15,343,15,8.1
26,2021-01-26,site 13,45,24,1470,26,25.5
27,2021-01-27,site 13,40,31,256,32,0.9
28,2021-01-28,site 13,25,16,279,17,2.2
29,2021-01-29,site 13,29,21,141,21,0.4
30,2021-01-30,site 13,25,13,570,13,2.4
31,2021-01-31,site 13,20,15,108,15,0.5
1,2021-01-01,site 14,6,4,11,4,1.3
2,2021-01-02,site 14,6,4,14,4,0.1
3,2021-01-03,site 14,6,4,10,4,0.3
4,2021-01-04,site 14,9,7,11,7,0.1
5,2021-01-05,site 14,7,5,11,5,0.1
6,2021-01-06,site 14,13,11,14,11,0.1
7,2021-01-07,site 14,92,9,8541,11,23.7
8,2021-01-08,site 14,8,6,11,6,0.1
9,2021-01-09,site 14,8,5,12,5,7.2
10,2021-01-10,site 14,7,4,11,4,0.8
11,2021-01-11,site 14,13,9,33,9,2.2
12,2021-01-12,site 14,14,9,341,9,2.5
13,2021-01-13,site 14,10,7,12,7,0.1
14,2021-01-14,site 14,9,4,40,4,1.6
15,2021-01-15,site 14,11,7,37,7,0.3
16,2021-01-16,site 14,11,7,33,7,0.3
17,2021-01-17,site 14,8,4,34,4,0.3
18,2021-01-18,site 14,60,12,5036,14,5.3
19,2021-01-19,site 14,12,6,47,6,3.7
20,2021-01-20,site 14,35,5,893,5,3.5
21,2021-01-21,site 14,15,6,81,6,0.5
22,2021-01-22,site 14,14,8,42,9,0.6
23,2021-01-23,site 14,8,4,38,4,1.5
24,2021-01-24,site 14,8,4,29,4,0.2
25,2021-01-25,site 14,24,14,1952,17,4.6
26,2021-01-26,site 14,255,9,10723,15,2.8
27,2021-01-27,site 14,43,8,263,8,1.5
28,2021-01-28,site 14,20,11,656,11,0.7
29,2021-01-29,site 14,16,9,115,9,0.6
30,2021-01-30,site 14,10,6,31,6,0.3
31,2021-01-31,site 14,8,4,31,4,0.3
1,2021-01-01,site 15,61,30,1762,33,1.5
2,2021-01-02,site 15,97,48,4277,52,2.2
3,2021-01-03,site 15,72,43,1404,44,3.2
4,2021-01-04,site 15,115,51,12661,56,5.4
5,2021-01-05,site 15,140,50,7557,54,3.6
6,2021-01-06,site 15,78,45,1438,50,0.9
7,2021-01-07,site 15,102,56,3079,57,1.4
8,2021-01-08,site 15,161,59,9348,67,3.3
9,2021-01-09,site 15,66,34,624,35,3.7
10,2021-01-10,site 15,106,50,4192,53,1.5
11,2021-01-11,site 15,117,53,4127,55,3.8
12,2021-01-12,site 15,141,69,6482,71,3.2
13,2021-01-13,site 15,115,62,2961,67,4.4
14,2021-01-14,site 15,93,53,2718,54,3.9
15,2021-01-15,site 15,85,49,2742,50,1.6
16,2021-01-16,site 15,98,43,2534,44,1.7
17,2021-01-17,site 15,48,22,1348,24,1.4
18,2021-01-18,site 15,101,50,4280,52,0.9
19,2021-01-19,site 15,90,43,4084,46,5.3
20,2021-01-20,site 15,96,43,5052,43,1.6
21,2021-01-21,site 15,110,48,6046,52,3.3
22,2021-01-22,site 15,74,48,1065,52,0.4
23,2021-01-23,site 15,67,28,1753,29,4.1
24,2021-01-24,site 15,90,41,2128,41,1.5
25,2021-01-25,site 15,103,51,2008,51,4.9
26,2021-01-26,site 15,133,64,5593,66,6.7
27,2021-01-27,site 15,89,56,928,61,0.5
28,2021-01-28,site 15,92,51,1350,53,0.8
29,2021-01-29,site 15,105,59,1247,60,1.3
30,2021-01-30,site 15,59,31,742,31,0.6
31,2021-01-31,site 15,74,36,3496,38,2.8
1,2021-01-01,site 16,9,3,242,4,0.1
2,2021-01-02,site 16,4,2,12,2,0.1
3,2021-01-03,site 16,19,17,66,17,0.3
4,2021-01-04,site 16,28,11,949,12,1.8
5,2021-01-05,site 16,28,15,982,16,5.6
6,2021-01-06,site 16,26,11,1088,12,2.3
7,2021-01-07,site 16,18,7,2118,8,5.9
8,2021-01-08,site 16,37,22,401,24,0.8
9,2021-01-09,site 16,11,4,1294,4,0.2
10,2021-01-10,site 16,12,8,144,8,0.1
11,2021-01-11,site 16,38,26,1292,29,8.2
12,2021-01-12,site 16,37,13,1555,14,4.1
13,2021-01-13,site 16,9,7,11,7,0.5
14,2021-01-14,site 16,20,9,570,9,0.9
15,2021-01-15,site 16,14,9,54,9,0.2
16,2021-01-16,site 16,21,16,27,17,0.1
17,2021-01-17,site 16,15,9,325,9,0.8
18,2021-01-18,site 16,9,5,34,5,0.1
19,2021-01-19,site 16,45,37,618,37,0.2
20,2021-01-20,site 16,23,9,559,9,3.7
21,2021-01-21,site 16,11,6,424,6,1.4
22,2021-01-22,site 16,13,8,152,8,4.8
23,2021-01-23,site 16,8,4,742,4,4.3
24,2021-01-24,site 16,27,17,424,17,1.8
25,2021-01-25,site 16,24,13,1386,13,4.7
26,2021-01-26,site 16,25,12,1996,14,5.1
27,2021-01-27,site 16,25,21,34,21,0.1
28,2021-01-28,site 16,24,13,343,14,4.3
29,2021-01-29,site 16,18,11,548,11,3.8
30,2021-01-30,site 16,10,6,24,6,0.1
31,2021-01-31,site 16,7,3,24,3,0.1
1,2021-01-01,site 17,172,116,2019,119,0.1
2,2021-01-02,site 17,261,119,5043,121,2.2
3,2021-01-03,site 17,271,150,6617,152,0.1
4,2021-01-04,site 17,408,214,10466,224,2.2
5,2021-01-05,site 17,477,214,28983,222,3.7
6,2021-01-06,site 17,428,210,18169,222,3.5
7,2021-01-07,site 17,550,245,30165,259,4.7
8,2021-01-08,site 17,705,284,32684,304,5.5
9,2021-01-09,site 17,415,172,14389,174,0.1
10,2021-01-10,site 17,274,150,9625,156,9.5
11,2021-01-11,site 17,928,467,52306,495,4.1
12,2021-01-12,site 17,877,390,46362,404,1.1
13,2021-01-13,site 17,763,295,40865,324,0.1
14,2021-01-14,site 17,558,273,24478,285,0.1
15,2021-01-15,site 17,465,231,23737,238,4.4
16,2021-01-16,site 17,414,203,14238,209,3.7
17,2021-01-17,site 17,333,152,14763,159,4.2
18,2021-01-18,site 17,421,207,26318,215,14.1
19,2021-01-19,site 17,539,268,19412,277,8.9
20,2021-01-20,site 17,547,258,25017,269,1.9
21,2021-01-21,site 17,428,206,12156,215,2.8
22,2021-01-22,site 17,548,273,29603,283,2.8
23,2021-01-23,site 17,324,152,14809,158,1.7
24,2021-01-24,site 17,232,146,4697,148,2.3
25,2021-01-25,site 17,498,218,29099,232,0.1
26,2021-01-26,site 17,535,250,29503,261,1.6
27,2021-01-27,site 17,518,277,20719,287,3.8
28,2021-01-28,site 17,591,291,28397,306,4.4
29,2021-01-29,site 17,516,254,19636,262,0.3
30,2021-01-30,site 17,346,158,13299,163,4.3
31,2021-01-31,site 17,265,141,10760,142,3.9
1,2021-01-01,site 18,16,14,17,14,2.4
2,2021-01-02,site 18,26,20,1503,21,0.1
3,2021-01-03,site 18,40,35,139,37,9.4
4,2021-01-04,site 18,31,20,341,22,0.8
5,2021-01-05,site 18,43,35,1977,37,0.1
6,2021-01-06,site 18,33,28,63,29,0.2
7,2021-01-07,site 18,19,16,73,16,0.3
8,2021-01-08,site 18,31,26,1793,26,3.7
9,2021-01-09,site 18,24,21,79,22,11.6
10,2021-01-10,site 18,43,34,899,36,3.5
11,2021-01-11,site 18,30,18,3932,19,12.7
12,2021-01-12,site 18,42,27,630,29,5.4
13,2021-01-13,site 18,28,20,171,20,3.5
14,2021-01-14,site 18,29,21,417,22,7.4
15,2021-01-15,site 18,23,16,785,16,2.2
16,2021-01-16,site 18,31,17,251,22,0.6
17,2021-01-17,site 18,47,36,1001,38,2.1
18,2021-01-18,site 18,35,23,380,25,4.2
19,2021-01-19,site 18,49,28,3525,29,3.8
20,2021-01-20,site 18,46,25,794,31,9.4
21,2021-01-21,site 18,28,19,1800,19,5.1
22,2021-01-22,site 18,21,12,681,14,0.2
23,2021-01-23,site 18,35,23,913,28,0.1
24,2021-01-24,site 18,38,27,420,33,1.2
25,2021-01-25,site 18,35,15,2828,17,2.6
26,2021-01-26,site 18,36,24,1051,26,0.2
27,2021-01-27,site 18,49,29,1155,32,1.2
28,2021-01-28,site 18,44,30,2918,32,0.1
29,2021-01-29,site 18,36,25,210,27,0.1
30,2021-01-30,site 18,23,14,682,15,1.3
31,2021-01-31,site 18,21,15,22,17,0.1
1,2021-01-01,site 19,5,3,8,3,3.6
2,2021-01-02,site 19,5,3,8,3,4.1
3,2021-01-03,site 19,31,29,9,29,3.2
4,2021-01-04,site 19,4,2,6,2,0.1
5,2021-01-05,site 19,4,2,9,2,17.1
6,2021-01-06,site 19,4,2,10,2,0.1
7,2021-01-07,site 19,11,3,1540,4,6.4
8,2021-01-08,site 19,30,28,9,28,0.1
9,2021-01-09,site 19,4,2,9,2,3.9
10,2021-01-10,site 19,4,2,7,2,0.1
11,2021-01-11,site 19,36,31,981,31,3.4
12,2021-01-12,site 19,13,6,968,6,9.9
13,2021-01-13,site 19,4,2,8,2,4.2
14,2021-01-14,site 19,6,2,18,2,3.9
15,2021-01-15,site 19,7,3,17,3,0.1
16,2021-01-16,site 19,33,29,18,29,0.1
17,2021-01-17,site 19,6,2,13,2,0.1
18,2021-01-18,site 19,6,2,18,2,5.2
19,2021-01-19,site 19,36,31,52,31,5.2
20,2021-01-20,site 19,16,4,2248,4,5.8
21,2021-01-21,site 19,16,6,609,6,3.7
22,2021-01-22,site 19,6,2,20,2,4.1
23,2021-01-23,site 19,6,2,16,2,11.7
24,2021-01-24,site 19,33,29,16,29,0.1
25,2021-01-25,site 19,6,2,17,2,2.9
26,2021-01-26,site 19,6,2,19,2,5.5
27,2021-01-27,site 19,39,30,716,30,13.8
28,2021-01-28,site 19,7,3,16,3,7.5
29,2021-01-29,site 19,9,5,18,5,9.6
30,2021-01-30,site 19,6,2,15,2,0.1
31,2021-01-31,site 19,6,2,20,2,0.2
1,2021-01-01,site 2,4,2,5,2,0.1
2,2021-01-02,site 2,5,3,6,3,0.1
3,2021-01-03,site 2,5,3,4,3,0.1
4,2021-01-04,site 2,5,3,6,3,0.1
5,2021-01-05,site 2,5,3,6,3,0.1
6,2021-01-06,site 2,4,2,6,2,0.1
7,2021-01-07,site 2,4,2,8,2,0.1
8,2021-01-08,site 2,4,2,7,2,0.1
9,2021-01-09,site 2,4,2,4,2,0.1
10,2021-01-10,site 2,7,5,6,5,0.1
11,2021-01-11,site 2,5,3,7,3,0.1
12,2021-01-12,site 2,5,3,7,3,0.1
13,2021-01-13,site 2,5,3,6,3,0.1
14,2021-01-14,site 2,18,6,646,6,3.6
15,2021-01-15,site 2,6,2,11,2,0.1
16,2021-01-16,site 2,6,2,9,2,0.1
17,2021-01-17,site 2,10,5,13,5,0.1
18,2021-01-18,site 2,15,7,818,7,4.5
19,2021-01-19,site 2,9,3,268,3,1.5
20,2021-01-20,site 2,8,4,10,4,0.1
21,2021-01-21,site 2,97,6,7746,6,21.5
22,2021-01-22,site 2,9,3,51,3,0.3
23,2021-01-23,site 2,8,3,27,3,0.1
24,2021-01-24,site 2,10,4,33,4,0.2
25,2021-01-25,site 2,18,5,1088,7,3.6
26,2021-01-26,site 2,24,4,771,4,4.3
27,2021-01-27,site 2,7,3,8,3,0.1
28,2021-01-28,site 2,13,5,205,5,1.1
29,2021-01-29,site 2,9,5,13,5,0.1
30,2021-01-30,site 2,6,2,10,2,0.1
31,2021-01-31,site 2,16,7,224,8,1.2
1,2021-01-01,site 20,35,23,1317,26,4.5
2,2021-01-02,site 20,71,39,2710,55,3.3
3,2021-01-03,site 20,45,24,3954,35,4.6
4,2021-01-04,site 20,137,59,16089,94,9.2
5,2021-01-05,site 20,175,63,34960,100,3.4
6,2021-01-06,site 20,165,72,19609,117,10.9
7,2021-01-07,site 20,141,67,12669,108,8.1
8,2021-01-08,site 20,155,61,25558,112,12.9
9,2021-01-09,site 20,101,48,12550,75,4.5
10,2021-01-10,site 20,64,29,6859,47,0.5
11,2021-01-11,site 20,135,61,17523,105,4.7
12,2021-01-12,site 20,139,61,15508,104,3.4
13,2021-01-13,site 20,125,63,12113,95,0.1
14,2021-01-14,site 20,138,64,14582,92,4.1
15,2021-01-15,site 20,122,57,11439,93,10.6
16,2021-01-16,site 20,90,40,11488,61,10.6
17,2021-01-17,site 20,70,38,3336,54,4.6
18,2021-01-18,site 20,161,61,22825,97,0.1
19,2021-01-19,site 20,147,57,17050,96,0.1
20,2021-01-20,site 20,111,55,7277,88,4.1
21,2021-01-21,site 20,75,37,5537,55,3.6
22,2021-01-22,site 20,101,41,12969,66,4.6
23,2021-01-23,site 20,81,40,10541,59,3.5
24,2021-01-24,site 20,52,28,4298,39,3.8
25,2021-01-25,site 20,79,47,2517,64,10.6
26,2021-01-26,site 20,123,57,10565,81,3.9
27,2021-01-27,site 20,103,43,19847,73,4.1
28,2021-01-28,site 20,112,58,17641,77,3.7
29,2021-01-29,site 20,123,54,17268,88,3.4
30,2021-01-30,site 20,83,40,5397,62,3.2
31,2021-01-31,site 20,71,35,6780,52,5.7
1,2021-01-01,site 21,682,330,17418,337,0.1
2,2021-01-02,site 21,1324,686,35645,703,3.9
3,2021-01-03,site 21,1208,617,27604,639,0.9
4,2021-01-04,site 21,1242,552,26995,568,3.1
5,2021-01-05,site 21,1526,779,41214,794,5.5
6,2021-01-06,site 21,1667,790,37698,806,3.1
7,2021-01-07,site 21,1391,604,42201,633,3.9
8,2021-01-08,site 21,1387,625,37714,644,3.8
9,2021-01-09,site 21,1292,575,38373,600,0.1
10,2021-01-10,site 21,1220,519,29426,532,3.3
11,2021-01-11,site 21,1461,586,37890,606,0.1
12,2021-01-12,site 21,1307,595,34592,612,3.9
13,2021-01-13,site 21,1068,340,26603,350,2.1
14,2021-01-14,site 21,962,304,30083,315,0.1
15,2021-01-15,site 21,902,320,25565,333,3.5
16,2021-01-16,site 21,846,279,26973,293,4.2
17,2021-01-17,site 21,1317,321,42372,338,4.7
18,2021-01-18,site 21,1305,385,40945,401,0.5
19,2021-01-19,site 21,1072,351,30166,364,1.3
20,2021-01-20,site 21,954,350,34934,364,3.6
21,2021-01-21,site 21,986,336,25266,354,0.1
22,2021-01-22,site 21,965,315,27306,332,0.1
23,2021-01-23,site 21,999,374,30907,391,0.1
24,2021-01-24,site 21,1281,450,37729,470,4.8
25,2021-01-25,site 21,1316,352,29045,370,0.1
26,2021-01-26,site 21,1021,315,30019,323,5.2
27,2021-01-27,site 21,980,312,32638,327,4.8
28,2021-01-28,site 21,924,314,27764,325,0.1
29,2021-01-29,site 21,895,272,21320,290,5.2
30,2021-01-30,site 21,850,273,19376,281,5.5
31,2021-01-31,site 21,847,243,23835,253,3.6
1,2021-01-01,site 22,0,0,0,0,0.2
2,2021-01-02,site 22,0,0,0,0,0.1
3,2021-01-03,site 22,0,0,0,0,1.1
4,2021-01-04,site 22,52,1,4230,2,35.2
5,2021-01-05,site 22,1,1,0,1,0.1
6,2021-01-06,site 22,0,0,0,0,4.5
7,2021-01-07,site 22,0,0,0,0,5.2
8,2021-01-08,site 22,0,0,0,0,4.7
9,2021-01-09,site 22,0,0,0,0,0.1
10,2021-01-10,site 22,0,0,0,0,2.4
11,2021-01-11,site 22,0,0,0,0,2.1
12,2021-01-12,site 22,0,0,0,0,4.2
13,2021-01-13,site 22,0,0,0,0,2.7
14,2021-01-14,site 22,0,0,0,0,2.6
15,2021-01-15,site 22,0,0,0,0,4.3
16,2021-01-16,site 22,0,0,0,0,4.6
17,2021-01-17,site 22,0,0,0,0,4.5
18,2021-01-18,site 22,0,0,0,0,1.5
19,2021-01-19,site 22,0,0,0,0,1.4
20,2021-01-20,site 22,0,0,0,0,0.1
21,2021-01-21,site 22,0,0,0,0,1.5
22,2021-01-22,site 22,0,0,0,0,0.7
23,2021-01-23,site 22,0,0,0,0,0.4
24,2021-01-24,site 22,0,0,0,0,0.1
25,2021-01-25,site 22,0,0,0,0,1.8
26,2021-01-26,site 22,0,0,0,0,0.1
27,2021-01-27,site 22,0,0,0,0,0.1
28,2021-01-28,site 22,0,0,0,0,0.6
29,2021-01-29,site 22,0,0,0,0,0.1
30,2021-01-30,site 22,0,0,0,0,0.1
31,2021-01-31,site 22,0,0,0,0,4.5
1,2021-01-01,site 23,256,91,1073,91,1.3
2,2021-01-02,site 23,173,7,946,7,1.3
3,2021-01-03,site 23,193,28,1100,28,0.6
4,2021-01-04,site 23,431,266,1083,266,4.5
5,2021-01-05,site 23,680,515,1314,515,1.9
6,2021-01-06,site 23,186,8,1338,8,0.1
7,2021-01-07,site 23,171,6,1240,6,0.1
8,2021-01-08,site 23,187,12,1401,12,0.1
9,2021-01-09,site 23,253,88,1080,88,1.8
10,2021-01-10,site 23,186,21,959,21,2.5
11,2021-01-11,site 23,236,71,1128,71,2.8
12,2021-01-12,site 23,867,701,1168,701,5.8
13,2021-01-13,site 23,178,9,1245,10,3.4
14,2021-01-14,site 23,178,10,1236,10,2.3
15,2021-01-15,site 23,177,10,1032,10,0.1
16,2021-01-16,site 23,173,6,1107,6,1.2
17,2021-01-17,site 23,274,107,1087,107,0.1
18,2021-01-18,site 23,224,57,1252,57,2.6
19,2021-01-19,site 23,779,612,1244,612,3.1
20,2021-01-20,site 23,257,88,1082,89,2.8
21,2021-01-21,site 23,92,6,651,6,2.4
22,2021-01-22,site 23,178,11,1100,11,1.1
23,2021-01-23,site 23,93,7,623,7,1.7
24,2021-01-24,site 23,188,20,1426,20,0.3
25,2021-01-25,site 23,323,137,3181,137,2.6
26,2021-01-26,site 23,406,239,1241,239,3.4
27,2021-01-27,site 23,174,7,1158,7,2.9
28,2021-01-28,site 23,269,93,1265,93,2.1
29,2021-01-29,site 23,180,12,1237,12,6.6
30,2021-01-30,site 23,175,8,1313,8,0.4
31,2021-01-31,site 23,186,19,1070,19,0.1
1,2021-01-01,site 24,4,2,10,2,2.2
2,2021-01-02,site 24,4,2,6,2,0.5
3,2021-01-03,site 24,71,30,821,30,1.8
4,2021-01-04,site 24,17,9,131,9,0.5
5,2021-01-05,site 24,130,128,7,128,3.9
6,2021-01-06,site 24,20,18,9,18,1.5
7,2021-01-07,site 24,4,2,6,2,1.8
8,2021-01-08,site 24,9,7,7,7,1.4
9,2021-01-09,site 24,5,3,6,3,2.3
10,2021-01-10,site 24,4,2,7,2,1.8
11,2021-01-11,site 24,9,7,10,7,3.1
12,2021-01-12,site 24,12,4,1005,4,0.9
13,2021-01-13,site 24,4,2,7,2,2.2
14,2021-01-14,site 24,6,2,12,2,2.5
15,2021-01-15,site 24,6,2,12,2,1.4
16,2021-01-16,site 24,25,8,211,8,0.2
17,2021-01-17,site 24,6,2,13,2,1.2
18,2021-01-18,site 24,6,2,13,2,2.3
19,2021-01-19,site 24,11,7,11,7,3.6
20,2021-01-20,site 24,6,2,12,2,1.9
21,2021-01-21,site 24,6,2,10,2,3.2
