Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
7,2021-01-07,site 9,2,1,3,1,0.1
8,2021-01-08,site 9,4,3,33,3,0.3
9,2021-01-09,site 9,5,3,284,4,1.6
10,2021-01-10,site 9,2,1,4,1,0.1
11,2021-01-11,site 9,5,4,4,4,0.1
12,2021-01-12,site 9,8,7,3,7,0.1
13,2021-01-13,site 9,2,1,2,1,0.0
14,2021-01-14,site 9,2,1,4,1,0.1
15,2021-01-15,site 9,2,1,3,1,0.1
16,2021-01-16,site 9,6,4,16,4,0.1
17,2021-01-17,site 9,3,2,3,2,0.1
18,2021-01-18,site 9,2,1,2,1,0.0
19,2021-01-19,site 9,6,5,3,5,0.1
20,2021-01-20,site 9,6,5,32,5,0.3
21,2021-01-21,site 9,2,1,4,1,0.1
22,2021-01-22,site 9,5,2,53,2,0.4
23,2021-01-23,site 9,4,3,2,3,0.0
24,2021-01-24,site 9,2,1,3,1,0.1
25,2021-01-25,site 9,3,2,19,2,0.2
26,2021-01-26,site 9,3,2,46,2,0.4
27,2021-01-27,site 9,2,1,3,1,0.1
28,2021-01-28,site 9,2,1,5,1,0.1
29,2021-01-29,site 9,2,1,3,1,0.1
30,2021-01-30,site 9,2,1,4,1,0.1
31,2021-01-31,site 9,2,1,3,1,0.1
1,2021-01-01,site 90,13,12,5,12,0.1
2,2021-01-02,site 90,7,7,0,7,0.0
3,2021-01-03,site 90,6,6,0,6,0.0
4,2021-01-04,site 90,22,12,235,13,1.3
5,2021-01-05,site 90,45,8,10464,12,43.6
6,2021-01-06,site 90,76,14,14983,19,49.9
7,2021-01-07,site 90,35,8,5368,10,14.9
8,2021-01-08,site 90,0,0,0,0,0.0
9,2021-01-09,site 90,0,0,0,0,0.0
10,2021-01-10,site 90,0,0,0,0,0.0
11,2021-01-11,site 90,0,0,0,0,0.0
12,2021-01-12,site 90,0,0,0,0,0.0
13,2021-01-13,site 90,0,0,0,0,0.0
14,2021-01-14,site 90,0,0,0,0,0.0
15,2021-01-15,site 90,0,0,0,0,0.0
16,2021-01-16,site 90,0,0,0,0,0.0
17,2021-01-17,site 90,0,0,0,0,0.0
18,2021-01-18,site 90,0,0,0,0,0.0
19,2021-01-19,site 90,0,0,0,0,0.0
20,2021-01-20,site 90,0,0,0,0,0.0
21,2021-01-21,site 90,0,0,0,0,0.0
22,2021-01-22,site 90,0,0,0,0,0.0
23,2021-01-23,site 90,0,0,0,0,0.0
24,2021-01-24,site 90,0,0,0,0,0.0
25,2021-01-25,site 90,0,0,0,0,0.0
26,2021-01-26,site 90,0,0,0,0,0.0
27,2021-01-27,site 90,0,0,0,0,0.0
28,2021-01-28,site 90,0,0,0,0,0.0
29,2021-01-29,site 90,0,0,0,0,0.0
30,2021-01-30,site 90,0,0,0,0,0.0
31,2021-01-31,site 90,0,0,0,0,0.0
1,2021-01-01,site 91,10,6,44,6,0.4
2,2021-01-02,site 91,14,6,2378,8,9.9
3,2021-01-03,site 91,8,3,88,3,0.7
4,2021-01-04,site 91,13,7,369,7,1.2
5,2021-01-05,site 91,10,4,1230,4,5.1
6,2021-01-06,site 91,14,5,1092,7,3.6
7,2021-01-07,site 91,7,3,85,3,0.5
8,2021-01-08,site 91,11,3,808,4,3.4
9,2021-01-09,site 91,16,6,3396,6,14.2
10,2021-01-10,site 91,8,4,292,4,1.2
11,2021-01-11,site 91,14,10,53,10,0.4
12,2021-01-12,site 91,14,7,168,8,0.9
13,2021-01-13,site 91,9,5,107,5,0.4
14,2021-01-14,site 91,9,3,193,3,1.6
15,2021-01-15,site 91,14,7,248,7,1.4
16,2021-01-16,site 91,12,5,231,5,1.9
17,2021-01-17,site 91,9,3,216,3,1.8
18,2021-01-18,site 91,11,5,203,5,1.7
19,2021-01-19,site 91,10,4,188,4,1.6
20,2021-01-20,site 91,14,6,263,6,2.2
21,2021-01-21,site 91,12,6,616,6,3.4
22,2021-01-22,site 91,21,5,2575,5,10.7
23,2021-01-23,site 91,9,3,196,3,1.6
24,2021-01-24,site 91,8,2,196,2,1.6
25,2021-01-25,site 91,9,3,317,3,1.8
26,2021-01-26,site 91,10,4,205,4,1.7
27,2021-01-27,site 91,20,8,3556,8,11.9
28,2021-01-28,site 91,16,8,502,10,2.8
29,2021-01-29,site 91,17,10,484,11,2.0
30,2021-01-30,site 91,11,5,149,5,1.2
31,2021-01-31,site 91,10,4,444,4,2.5
1,2021-01-01,site 92,233,37,464,37,0.3
2,2021-01-02,site 92,77,12,123,12,0.2
3,2021-01-03,site 92,377,185,449,185,0.2
4,2021-01-04,site 92,153,24,249,24,0.2
5,2021-01-05,site 92,154,26,238,26,0.2
6,2021-01-06,site 92,167,30,756,30,0.6
7,2021-01-07,site 92,76,12,119,12,0.2
8,2021-01-08,site 92,299,171,273,171,0.2
9,2021-01-09,site 92,4,2,10,2,0.1
10,2021-01-10,site 92,130,30,197,30,0.2
11,2021-01-11,site 92,229,198,102,198,0.2
12,2021-01-12,site 92,93,21,210,21,0.2
13,2021-01-13,site 92,77,12,141,12,0.2
14,2021-01-14,site 92,48,19,1260,19,2.3
15,2021-01-15,site 92,103,35,241,35,0.3
16,2021-01-16,site 92,406,208,699,208,0.4
17,2021-01-17,site 92,230,96,415,96,0.3
18,2021-01-18,site 92,217,65,864,65,0.7
19,2021-01-19,site 92,361,217,270,217,0.2
20,2021-01-20,site 92,100,33,130,33,0.2
21,2021-01-21,site 92,241,52,405,52,0.2
22,2021-01-22,site 92,108,37,246,37,0.3
23,2021-01-23,site 92,36,25,2910,25,16.2
24,2021-01-24,site 92,261,194,129,194,0.2
25,2021-01-25,site 92,145,76,209,77,0.3
26,2021-01-26,site 92,115,44,629,44,0.9
27,2021-01-27,site 92,259,191,140,192,0.2
28,2021-01-28,site 92,110,43,124,43,0.2
29,2021-01-29,site 92,105,33,268,34,0.3
30,2021-01-30,site 92,13,9,22,9,0.2
31,2021-01-31,site 92,172,42,265,42,0.2
1,2021-01-01,site 93,13,7,74,7,0.2
2,2021-01-02,site 93,14,7,216,7,0.7
3,2021-01-03,site 93,21,18,44,18,0.2
4,2021-01-04,site 93,28,20,341,20,0.5
5,2021-01-05,site 93,10,8,19,8,0.1
6,2021-01-06,site 93,20,10,160,10,0.4
7,2021-01-07,site 93,22,10,557,11,0.9
8,2021-01-08,site 93,43,27,1536,27,2.8
9,2021-01-09,site 93,10,8,11,8,0.1
10,2021-01-10,site 93,18,8,234,8,0.8
11,2021-01-11,site 93,38,25,263,25,0.5
12,2021-01-12,site 93,13,8,122,8,0.4
13,2021-01-13,site 93,41,29,1056,29,1.2
14,2021-01-14,site 93,25,12,269,12,0.6
15,2021-01-15,site 93,32,13,736,15,1.2
16,2021-01-16,site 93,37,30,78,30,0.2
17,2021-01-17,site 93,29,10,670,10,2.2
18,2021-01-18,site 93,19,10,140,10,0.3
19,2021-01-19,site 93,39,20,313,20,0.9
20,2021-01-20,site 93,23,13,134,13,0.2
21,2021-01-21,site 93,18,9,81,9,0.2
22,2021-01-22,site 93,17,8,184,8,0.5
23,2021-01-23,site 93,13,6,322,6,1.3
24,2021-01-24,site 93,27,18,302,18,1.0
25,2021-01-25,site 93,33,10,1294,12,2.0
26,2021-01-26,site 93,20,13,107,13,0.3
27,2021-01-27,site 93,31,24,90,24,0.3
28,2021-01-28,site 93,17,9,971,10,3.2
29,2021-01-29,site 93,22,14,106,14,0.4
30,2021-01-30,site 93,17,8,120,8,0.5
31,2021-01-31,site 93,11,7,28,7,0.2
1,2021-01-01,site 94,12,8,142,8,0.8
2,2021-01-02,site 94,24,9,831,9,2.8
3,2021-01-03,site 94,31,27,1417,27,7.9
4,2021-01-04,site 94,60,30,975,30,1.2
5,2021-01-05,site 94,146,133,1416,135,3.0
6,2021-01-06,site 94,24,20,37,20,0.2
7,2021-01-07,site 94,25,13,299,13,0.7
8,2021-01-08,site 94,44,14,4986,16,6.9
9,2021-01-09,site 94,18,9,103,10,0.6
10,2021-01-10,site 94,33,10,1322,10,2.8
11,2021-01-11,site 94,41,17,1336,17,2.5
12,2021-01-12,site 94,22,13,386,14,1.3
13,2021-01-13,site 94,40,20,2513,21,3.8
14,2021-01-14,site 94,37,17,399,17,0.7
15,2021-01-15,site 94,17,9,122,9,0.4
16,2021-01-16,site 94,27,7,605,7,2.0
17,2021-01-17,site 94,24,7,575,7,1.6
18,2021-01-18,site 94,21,9,156,9,0.5
19,2021-01-19,site 94,8,5,35,5,0.3
20,2021-01-20,site 94,50,17,1518,17,2.3
21,2021-01-21,site 94,25,14,347,14,0.8
22,2021-01-22,site 94,22,8,860,8,2.4
23,2021-01-23,site 94,12,8,45,8,0.4
24,2021-01-24,site 94,14,5,169,5,0.7
25,2021-01-25,site 94,19,9,1996,9,4.8
26,2021-01-26,site 94,23,7,827,7,2.8
27,2021-01-27,site 94,25,9,1705,9,4.1
28,2021-01-28,site 94,23,11,507,11,1.1
29,2021-01-29,site 94,27,11,794,11,4.4
30,2021-01-30,site 94,15,7,261,7,1.1
31,2021-01-31,site 94,11,2,321,2,2.7
1,2021-01-01,site 95,17,8,213,8,0.7
2,2021-01-02,site 95,7,4,13,4,0.1
3,2021-01-03,site 95,45,29,1094,29,4.6
4,2021-01-04,site 95,109,82,1311,83,0.9
5,2021-01-05,site 95,132,126,148,126,0.4
6,2021-01-06,site 95,45,29,361,29,0.8
7,2021-01-07,site 95,31,12,4734,13,11.3
8,2021-01-08,site 95,43,26,165,26,0.6
9,2021-01-09,site 95,8,5,54,5,0.3
10,2021-01-10,site 95,26,8,948,8,2.3
11,2021-01-11,site 95,20,12,125,12,0.4
12,2021-01-12,site 95,38,30,171,30,0.5
13,2021-01-13,site 95,50,38,999,38,0.8
14,2021-01-14,site 95,25,7,230,7,0.6
15,2021-01-15,site 95,24,10,393,10,0.9
16,2021-01-16,site 95,40,30,781,30,1.9
17,2021-01-17,site 95,10,6,22,6,0.2
18,2021-01-18,site 95,19,7,1122,7,2.7
19,2021-01-19,site 95,27,13,318,13,0.6
20,2021-01-20,site 95,64,48,262,48,0.3
21,2021-01-21,site 95,27,10,1661,10,4.0
22,2021-01-22,site 95,10,4,21,4,0.1
23,2021-01-23,site 95,9,5,45,5,0.2
24,2021-01-24,site 95,31,26,33,26,0.2
25,2021-01-25,site 95,17,8,101,8,0.3
26,2021-01-26,site 95,20,6,575,6,1.6
27,2021-01-27,site 95,18,10,377,10,0.9
28,2021-01-28,site 95,40,29,622,29,2.1
29,2021-01-29,site 95,26,16,109,16,0.3
30,2021-01-30,site 95,21,9,188,9,0.5
31,2021-01-31,site 95,21,10,435,10,1.0
1,2021-01-01,site 96,26,14,625,14,1.5
2,2021-01-02,site 96,21,11,1398,11,3.3
3,2021-01-03,site 96,25,17,953,17,2.3
4,2021-01-04,site 96,47,28,1263,28,1.6
5,2021-01-05,site 96,42,17,4206,18,7.0
6,2021-01-06,site 96,25,13,943,13,2.6
7,2021-01-07,site 96,16,7,2935,7,9.8
8,2021-01-08,site 96,16,8,735,9,2.0
9,2021-01-09,site 96,12,7,317,7,1.8
10,2021-01-10,site 96,6,2,6,3,0.1
11,2021-01-11,site 96,23,16,224,17,0.4
12,2021-01-12,site 96,41,21,1354,21,2.1
13,2021-01-13,site 96,50,34,2764,35,2.9
14,2021-01-14,site 96,28,17,2782,17,7.7
15,2021-01-15,site 96,29,16,1401,16,2.1
16,2021-01-16,site 96,8,5,189,5,0.8
17,2021-01-17,site 96,2,2,0,2,0.0
18,2021-01-18,site 96,45,20,977,22,1.4
19,2021-01-19,site 96,31,13,2503,14,4.2
20,2021-01-20,site 96,36,22,2946,23,4.5
21,2021-01-21,site 96,22,16,281,17,0.6
22,2021-01-22,site 96,14,10,2042,11,17.0
23,2021-01-23,site 96,27,25,156,25,1.3
24,2021-01-24,site 96,8,6,112,6,0.6
25,2021-01-25,site 96,28,18,639,19,1.1
26,2021-01-26,site 96,8,4,158,4,1.3
27,2021-01-27,site 96,26,9,642,9,1.5
28,2021-01-28,site 96,35,10,2736,10,6.5
29,2021-01-29,site 96,30,15,3832,17,8.0
30,2021-01-30,site 96,8,6,313,6,2.6
31,2021-01-31,site 96,13,8,1251,9,5.2
1,2021-01-01,site 97,18,11,161,11,0.7
2,2021-01-02,site 97,15,12,68,12,0.2
3,2021-01-03,site 97,22,17,467,18,1.6
4,2021-01-04,site 97,64,51,595,51,0.7
5,2021-01-05,site 97,33,17,1652,17,2.8
6,2021-01-06,site 97,17,14,373,14,1.0
7,2021-01-07,site 97,35,17,589,18,0.8
8,2021-01-08,site 97,34,23,74,24,0.2
9,2021-01-09,site 97,13,7,455,7,1.3
10,2021-01-10,site 97,11,5,446,5,1.9
11,2021-01-11,site 97,11,6,393,6,2.2
12,2021-01-12,site 97,32,25,79,25,0.2
13,2021-01-13,site 97,41,26,502,26,0.5
14,2021-01-14,site 97,27,13,399,13,1.1
15,2021-01-15,site 97,24,7,288,7,1.2
16,2021-01-16,site 97,39,20,442,20,1.1
17,2021-01-17,site 97,21,11,113,11,0.4
18,2021-01-18,site 97,14,9,32,9,0.1
19,2021-01-19,site 97,29,15,1701,19,4.0
20,2021-01-20,site 97,52,31,944,32,1.3
21,2021-01-21,site 97,18,8,331,9,1.4
22,2021-01-22,site 97,18,6,442,7,1.2
23,2021-01-23,site 97,15,7,52,7,0.2
24,2021-01-24,site 97,37,18,1187,18,4.0
25,2021-01-25,site 97,24,11,385,11,0.8
26,2021-01-26,site 97,29,15,1500,15,3.1
27,2021-01-27,site 97,19,6,754,6,2.5
28,2021-01-28,site 97,30,19,145,19,0.4
29,2021-01-29,site 97,16,10,109,10,0.5
30,2021-01-30,site 97,17,7,343,7,1.4
31,2021-01-31,site 97,23,13,304,13,0.6
1,2021-01-01,site 98,12,5,1214,5,5.1
2,2021-01-02,site 98,12,8,113,8,0.5
3,2021-01-03,site 98,25,21,264,21,1.1
4,2021-01-04,site 98,41,25,271,25,0.3
5,2021-01-05,site 98,34,15,1110,15,1.5
6,2021-01-06,site 98,48,21,3832,22,3.8
7,2021-01-07,site 98,36,17,1414,18,2.0
8,2021-01-08,site 98,53,29,1292,29,2.4
9,2021-01-09,site 98,20,10,3664,10,10.2
10,2021-01-10,site 98,21,9,885,10,1.8
11,2021-01-11,site 98,30,22,62,22,0.2
12,2021-01-12,site 98,35,12,942,14,2.2
13,2021-01-13,site 98,59,31,2526,32,2.3
14,2021-01-14,site 98,23,11,734,13,1.7
15,2021-01-15,site 98,29,14,230,15,0.4
16,2021-01-16,site 98,42,20,1860,21,4.4
17,2021-01-17,site 98,13,6,87,6,0.4
18,2021-01-18,site 98,30,13,873,13,1.6
19,2021-01-19,site 98,34,23,445,23,0.9
20,2021-01-20,site 98,33,21,341,21,0.6
21,2021-01-21,site 98,26,10,643,13,1.5
22,2021-01-22,site 98,26,10,530,11,1.1
23,2021-01-23,site 98,17,8,154,8,0.6
24,2021-01-24,site 98,44,22,1202,23,2.2
25,2021-01-25,site 98,36,11,2547,13,3.9
26,2021-01-26,site 98,50,14,3580,16,6.0
27,2021-01-27,site 98,47,25,2582,27,4.3
28,2021-01-28,site 98,45,17,2243,18,4.2
29,2021-01-29,site 98,36,14,1501,17,2.5
30,2021-01-30,site 98,11,5,523,5,2.2
31,2021-01-31,site 98,15,5,120,5,0.5
1,2021-01-01,site 99,27,12,678,12,1.1
2,2021-01-02,site 99,81,30,3530,30,3.1
3,2021-01-03,site 99,61,32,2182,33,2.4
4,2021-01-04,site 99,116,45,4813,46,3.0
5,2021-01-05,site 99,88,44,5423,46,3.1
6,2021-01-06,site 99,57,26,1834,26,1.8
7,2021-01-07,site 99,39,22,871,23,1.1
8,2021-01-08,site 99,91,31,6586,35,5.2
9,2021-01-09,site 99,30,14,937,14,2.2
10,2021-01-10,site 99,35,14,1141,19,2.4
11,2021-01-11,site 99,66,31,3381,34,2.8
12,2021-01-12,site 99,101,32,5037,36,3.8
13,2021-01-13,site 99,96,53,2080,57,1.6
14,2021-01-14,site 99,92,35,3884,37,2.7
15,2021-01-15,site 99,64,27,1501,27,1.7
16,2021-01-16,site 99,49,18,1094,20,1.1
17,2021-01-17,site 99,29,15,292,17,0.8
18,2021-01-18,site 99,37,23,1074,24,2.0
19,2021-01-19,site 99,82,42,696,43,0.6
20,2021-01-20,site 99,145,65,6426,69,2.5
21,2021-01-21,site 99,59,26,569,26,0.9
22,2021-01-22,site 99,86,29,4675,32,4.3
23,2021-01-23,site 99,5,4,61,4,1.0
24,2021-01-24,site 99,20,12,192,12,0.6
25,2021-01-25,site 99,35,17,1022,17,1.9
26,2021-01-26,site 99,86,28,2577,30,2.4
27,2021-01-27,site 99,48,22,1088,22,1.5
28,2021-01-28,site 99,84,21,3388,22,3.8
29,2021-01-29,site 99,69,30,1482,32,1.5
30,2021-01-30,site 99,15,8,190,10,0.6
31,2021-01-31,site 99,21,6,1244,6,4.1
